date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:37:35	11756/11756	---M--	200	added ('OK')	image/webp	etag:%222dec-6154a6e06b234%22	https://stemphone.org/wp-content/uploads/2024/04/Rick-Maldonado-Board-small.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/04/Rick-Maldonado-Board-small.webp	(from https://stemphone.org/)
12:37:36	19996/19996	---M--	200	added ('OK')	image/webp	etag:%224e1c-6154a7c2e2b94%22	https://stemphone.org/wp-content/uploads/2024/04/Rudy-Board-small.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/04/Rudy-Board-small.webp	(from https://stemphone.org/)
12:37:36	2774/2774	---M--	200	added ('OK')	image/jpeg	etag:%22ad6-6342f026f4a98%22	https://stemphone.org/wp-content/uploads/2025/05/unknown3.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/unknown3.jpg	(from https://stemphone.org/)
12:37:36	25824/25824	---M--	200	added ('OK')	image/webp	etag:%2264e0-611970996ea81%22	https://stemphone.org/wp-content/uploads/2024/02/Port_San_Antonio_logo-copy.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Port_San_Antonio_logo-copy.webp	(from https://stemphone.org/)
12:37:36	9826/9826	---M--	200	added ('OK')	image/webp	etag:%222662-611ff9c03e7cd%22	https://stemphone.org/wp-content/uploads/2024/02/Jim-P-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Jim-P-Icon.webp	(from https://stemphone.org/)
12:37:37	10992/10992	---M--	200	added ('OK')	image/webp	etag:%222af0-611ff9bd997a1%22	https://stemphone.org/wp-content/uploads/2024/02/Curtis-Casey-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Curtis-Casey-Icon.webp	(from https://stemphone.org/)
12:37:37	11024/11024	---M--	200	added ('OK')	image/webp	etag:%222b10-611ff9ba773a5%22	https://stemphone.org/wp-content/uploads/2024/02/Adrienne-Cox-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Adrienne-Cox-Icon.webp	(from https://stemphone.org/)
12:37:37	9802/9802	---M--	200	added ('OK')	image/webp	etag:%22264a-611ff9c581278%22	https://stemphone.org/wp-content/uploads/2024/02/Rick-Crider-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Rick-Crider-Icon.webp	(from https://stemphone.org/)
12:37:37	10886/10886	---M--	200	added ('OK')	image/webp	etag:%222a86-611ff9c30143b%22	https://stemphone.org/wp-content/uploads/2024/02/Pat-Cruzen-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Pat-Cruzen-Icon.webp	(from https://stemphone.org/)
12:37:37	11554/11554	---M--	200	added ('OK')	image/webp	etag:%222d22-611ff9bbe766a%22	https://stemphone.org/wp-content/uploads/2024/02/Caroline-Diaz-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Caroline-Diaz-Icon.webp	(from https://stemphone.org/)
12:37:38	11926/11926	---M--	200	added ('OK')	image/webp	etag:%222e96-611ff9c1fa534%22	https://stemphone.org/wp-content/uploads/2024/02/Paco-Felici-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Paco-Felici-Icon.webp	(from https://stemphone.org/)
12:37:38	10096/10096	---M--	200	added ('OK')	image/webp	etag:%222770-611ff9c0e3851%22	https://stemphone.org/wp-content/uploads/2024/02/Juan-Antonio-Flores-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Juan-Antonio-Flores-Icon.webp	(from https://stemphone.org/)
12:37:38	10226/10226	---M--	200	added ('OK')	image/webp	etag:%2227f2-611ff9c3b7e21%22	https://stemphone.org/wp-content/uploads/2024/02/Ramon-Flores-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Ramon-Flores-Icon.webp	(from https://stemphone.org/)
12:37:38	10934/10934	---M--	200	added ('OK')	image/webp	etag:%222ab6-611ff9c90fcc0%22	https://stemphone.org/wp-content/uploads/2024/02/Will-Garrett-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Will-Garrett-Icon.webp	(from https://stemphone.org/)
12:37:39	10748/10748	---M--	200	added ('OK')	image/webp	etag:%2229fc-611ff9c16eec6%22	https://stemphone.org/wp-content/uploads/2024/02/Marcel-Johnson-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Marcel-Johnson-Icon.webp	(from https://stemphone.org/)
12:37:39	10740/10740	---M--	200	added ('OK')	image/webp	etag:%2229f4-611ff9b9d2707%22	https://stemphone.org/wp-content/uploads/2024/02/Abigail-icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Abigail-icon.webp	(from https://stemphone.org/)
12:37:39	8377/8377	---M--	200	added ('OK')	image/jpeg	etag:%2220b9-61135ecd56d65%22	https://stemphone.org/wp-content/uploads/2024/02/jim-perschbach_0.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/jim-perschbach_0.jpg	(from https://stemphone.org/)
12:37:39	8111/8111	---M--	200	added ('OK')	image/jpeg	etag:%221faf-61135ecb0b2e2%22	https://stemphone.org/wp-content/uploads/2024/02/curtis-casey.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/curtis-casey.jpg	(from https://stemphone.org/)
12:37:40	8989/8989	---M--	200	added ('OK')	image/jpeg	etag:%22231d-61135ec9e99fb%22	https://stemphone.org/wp-content/uploads/2024/02/adrienne-cox.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/adrienne-cox.jpg	(from https://stemphone.org/)
12:37:40	7279/7279	---M--	200	added ('OK')	image/jpeg	etag:%221c6f-61135ecfe0fac%22	https://stemphone.org/wp-content/uploads/2024/02/rick-crider.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/rick-crider.jpg	(from https://stemphone.org/)
12:37:40	10429/10429	---M--	200	added ('OK')	image/jpeg	etag:%2228bd-61135ecf45b54%22	https://stemphone.org/wp-content/uploads/2024/02/patrick-cruzen-cfo.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/patrick-cruzen-cfo.jpg	(from https://stemphone.org/)
12:37:40	9789/9789	---M--	200	added ('OK')	image/jpeg	etag:%22263d-61135feb5337e%22	https://stemphone.org/wp-content/uploads/2024/02/caroline-diaz.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/caroline-diaz.jpg	(from https://stemphone.org/)
12:37:40	12871/12871	---M--	200	added ('OK')	image/jpeg	etag:%223247-61135ecefc76b%22	https://stemphone.org/wp-content/uploads/2024/02/paco-felici.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/paco-felici.jpg	(from https://stemphone.org/)
12:37:41	7965/7965	---M--	200	added ('OK')	image/jpeg	etag:%221f1d-61135ece1b9cd%22	https://stemphone.org/wp-content/uploads/2024/02/Juan-Antonio-potrait-pic.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Juan-Antonio-potrait-pic.jpg	(from https://stemphone.org/)
12:37:41	8735/8735	---M--	200	added ('OK')	image/jpeg	etag:%22221f-61135ecf9d9a3%22	https://stemphone.org/wp-content/uploads/2024/02/ray-flores.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/ray-flores.jpg	(from https://stemphone.org/)
12:37:41	9185/9185	---M--	200	added ('OK')	image/jpeg	etag:%2223e1-61135ed198ecf%22	https://stemphone.org/wp-content/uploads/2024/02/will-garrett-portsa-133x166-1.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/will-garrett-portsa-133x166-1.jpg	(from https://stemphone.org/)
12:37:41	8812/8812	---M--	200	added ('OK')	image/jpeg	etag:%22226c-61135fec865af%22	https://stemphone.org/wp-content/uploads/2024/02/marcel-johnson.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/marcel-johnson.jpg	(from https://stemphone.org/)
12:37:42	10268/10268	---M--	200	added ('OK')	image/jpeg	etag:%22281c-61135ec7bd7ba%22	https://stemphone.org/wp-content/uploads/2024/02/Abi-Ottmers-4.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Abi-Ottmers-4.jpg	(from https://stemphone.org/)
12:37:42	31102/31102	---M--	200	added ('OK')	image/webp	etag:%22797e-6119716a6298e%22	https://stemphone.org/wp-content/uploads/2024/02/IEEE-logo.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/IEEE-logo.webp	(from https://stemphone.org/)
12:37:42	10682/10682	---M--	200	added ('OK')	image/webp	etag:%2229ba-611974c249688%22	https://stemphone.org/wp-content/uploads/2024/02/WaLt-Downing.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/WaLt-Downing.webp	(from https://stemphone.org/)
12:37:42	11140/11140	---M--	200	added ('OK')	image/webp	etag:%222b84-61197647d025d%22	https://stemphone.org/wp-content/uploads/2024/02/Nils-Smith.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Nils-Smith.webp	(from https://stemphone.org/)
12:37:42	10788/10788	---M--	200	added ('OK')	image/webp	etag:%222a24-611976d2030f4%22	https://stemphone.org/wp-content/uploads/2024/02/t-scott-atkinson.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/t-scott-atkinson.webp	(from https://stemphone.org/)
12:37:43	10621/10621	---M--	200	added ('OK')	image/jpeg	etag:%22297d-6342f7498f761%22	https://stemphone.org/wp-content/uploads/2025/05/patrick.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/patrick.jpg	(from https://stemphone.org/)
12:37:43	3095/3095	---M--	200	added ('OK')	image/jpeg	etag:%22c17-6342f419916be%22	https://stemphone.org/wp-content/uploads/2025/05/unknown3-1.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/unknown3-1.jpg	(from https://stemphone.org/)
12:37:43	11836/11836	---M--	200	added ('OK')	image/webp	etag:%222e3c-611978bab9687%22	https://stemphone.org/wp-content/uploads/2024/02/Joe-Redfield.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Joe-Redfield.webp	(from https://stemphone.org/)
12:37:43	12980/12980	---M--	200	added ('OK')	image/webp	etag:%2232b4-6119793c13a97%22	https://stemphone.org/wp-content/uploads/2024/02/Jennifer-Henriquez.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Jennifer-Henriquez.webp	(from https://stemphone.org/)
12:37:44	291538/291538	---M--	200	added ('OK')	image/jpeg	etag:%22472d2-610e4e353615b%22	https://stemphone.org/wp-content/uploads/2024/02/Nasa-5.jpeg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Nasa-5.jpg	(from https://stemphone.org/)
12:37:44	166795/166795	---M--	200	added ('OK')	image/jpeg	etag:%2228b8b-610e5015395d3%22	https://stemphone.org/wp-content/uploads/2024/02/Nasa-8.jpeg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Nasa-8.jpg	(from https://stemphone.org/)
12:37:44	564864/564864	---M--	200	added ('OK')	image/jpeg	etag:%2289e80-6340a762f0ab8%22	https://stemphone.org/wp-content/uploads/2025/05/carina-nebula-11147_1280.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/carina-nebula-11147_1280.jpg	(from https://stemphone.org/)
12:37:44	997422/997422	---M--	200	added ('OK')	image/jpeg	etag:%22f382e-610e502495bf0%22	https://stemphone.org/wp-content/uploads/2024/02/Nasa-9-scaled.jpeg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Nasa-9-scaled.jpg	(from https://stemphone.org/)
12:37:45	332242/332242	---M--	200	added ('OK')	image/jpeg	etag:%22511d2-610e503842d8e%22	https://stemphone.org/wp-content/uploads/2024/02/Nasa-10.jpeg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Nasa-10.jpg	(from https://stemphone.org/)
12:37:45	163518/163518	---M--	200	added ('OK')	image/jpeg	etag:%2227ebe-610f48ad54e14%22	https://stemphone.org/wp-content/uploads/2024/02/Nasa-vertical-snag7.jpeg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Nasa-vertical-snag7.jpg	(from https://stemphone.org/)
12:37:45	542787/542787	---M--	200	added ('OK')	image/jpeg	etag:%2284843-6340a750aa8d3%22	https://stemphone.org/wp-content/uploads/2025/05/cassiopeia-a-11180_1920.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/cassiopeia-a-11180_1920.jpg	(from https://stemphone.org/)
12:37:45	193463/193463	---M--	200	added ('OK')	image/jpeg	etag:%222f3b7-610f48a39d545%22	https://stemphone.org/wp-content/uploads/2024/02/Nasa-vertical-snag6.jpeg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Nasa-vertical-snag6.jpg	(from https://stemphone.org/)
12:37:46	316481/316481	---M--	200	added ('OK')	image/jpeg	etag:%224d441-610f489d120bf%22	https://stemphone.org/wp-content/uploads/2024/02/Nasa-vertical-snag5.jpeg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Nasa-vertical-snag5.jpg	(from https://stemphone.org/)
12:37:46	183907/183907	---M--	200	added ('OK')	image/jpeg	etag:%222ce63-610f4892fb45a%22	https://stemphone.org/wp-content/uploads/2024/02/Nasa-vertical-snag4.jpeg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Nasa-vertical-snag4.jpg	(from https://stemphone.org/)
12:37:46	102967/102967	---M--	200	added ('OK')	image/jpeg	etag:%2219237-6340a98aded8e%22	https://stemphone.org/wp-content/uploads/2025/05/cats-eye-nebula-11162_1280.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/cats-eye-nebula-11162_1280.jpg	(from https://stemphone.org/)
12:37:46	200135/200135	---M--	200	added ('OK')	image/jpeg	etag:%2230dc7-610f488a10cc6%22	https://stemphone.org/wp-content/uploads/2024/02/Nasa-vertical-snag3.jpeg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Nasa-vertical-snag3.jpg	(from https://stemphone.org/)
12:37:46	121234/121234	---M--	200	added ('OK')	image/jpeg	etag:%221d992-610f4880cfe88%22	https://stemphone.org/wp-content/uploads/2024/02/Nasa-vertical-snag2.jpeg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Nasa-vertical-snag2.jpg	(from https://stemphone.org/)
12:37:47	1050035/1050035	---M--	200	added ('OK')	image/jpeg	etag:%221005b3-6340a7c5c0e77%22	https://stemphone.org/wp-content/uploads/2025/05/helix-nebula-11156_1920.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/helix-nebula-11156_1920.jpg	(from https://stemphone.org/)
12:37:47	787167/787167	---M--	200	added ('OK')	image/jpeg	etag:%22c02df-6340a95d248a5%22	https://stemphone.org/wp-content/uploads/2025/05/rocket-propulsion-516046_1920.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/rocket-propulsion-516046_1920.jpg	(from https://stemphone.org/)
12:37:47	788657/788657	---M--	200	added ('OK')	image/jpeg	etag:%22c08b1-6340a969f698e%22	https://stemphone.org/wp-content/uploads/2025/05/kennedy-space-center-585611_1920.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/kennedy-space-center-585611_1920.jpg	(from https://stemphone.org/)
12:37:47	820023/820023	---M--	200	added ('OK')	image/jpeg	etag:%22c8337-6340a9771779d%22	https://stemphone.org/wp-content/uploads/2025/05/endeavor-11044_1920.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/endeavor-11044_1920.jpg	(from https://stemphone.org/)
12:37:48	463951/463951	---M--	200	added ('OK')	image/jpeg	etag:%227144f-6340a76f3af34%22	https://stemphone.org/wp-content/uploads/2025/05/eagle-nebula-11172_1920.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/eagle-nebula-11172_1920.jpg	(from https://stemphone.org/)
12:37:48	736858/736858	---M--	200	added ('OK')	image/jpeg	etag:%22b3e5a-6340a981cf142%22	https://stemphone.org/wp-content/uploads/2025/05/astronaut-11103_1920.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/astronaut-11103_1920.jpg	(from https://stemphone.org/)
12:37:48	332844/332844	---M--	200	added ('OK')	image/jpeg	etag:%225142c-6340a993eb916%22	https://stemphone.org/wp-content/uploads/2025/05/cone-nebula-11178_1920.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/cone-nebula-11178_1920.jpg	(from https://stemphone.org/)
12:37:48	1042328/1042328	---M--	200	added ('OK')	image/jpeg	etag:%22fe798-6340a99cde88d%22	https://stemphone.org/wp-content/uploads/2025/05/mars-11012_1920.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/mars-11012_1920.jpg	(from https://stemphone.org/)
12:37:49	987410/987410	---M--	200	added ('OK')	image/jpeg	etag:%22f1112-6340a9a9b72dc%22	https://stemphone.org/wp-content/uploads/2025/05/astronaut-and-astronaut-1151684_1920.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/astronaut-and-astronaut-1151684_1920.jpg	(from https://stemphone.org/)
12:37:49	773418/773418	---M--	200	added ('OK')	image/jpeg	etag:%22bcd2a-6340a9b402db2%22	https://stemphone.org/wp-content/uploads/2025/05/ngc-6302-11152_1920.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/ngc-6302-11152_1920.jpg	(from https://stemphone.org/)
12:37:49	1001994/1001994	---M--	200	added ('OK')	image/jpeg	etag:%22f4a0a-6340a9c3a49c7%22	https://stemphone.org/wp-content/uploads/2025/05/messier-82-11179_1920.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/messier-82-11179_1920.jpg	(from https://stemphone.org/)
12:37:49	443707/443707	---M--	200	added ('OK')	image/jpeg	etag:%226c53b-6340a9cce6eb5%22	https://stemphone.org/wp-content/uploads/2025/05/eagle-nebula-11150_1920.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/eagle-nebula-11150_1920.jpg	(from https://stemphone.org/)
12:37:49	685437/685437	---M--	200	added ('OK')	image/jpeg	etag:%22a757d-6340a9d46d09c%22	https://stemphone.org/wp-content/uploads/2025/05/astronaut-11080_1920.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/astronaut-11080_1920.jpg	(from https://stemphone.org/)
12:37:50	564983/564983	---M--	200	added ('OK')	image/jpeg	etag:%2289ef7-6340abee59bc6%22	https://stemphone.org/wp-content/uploads/2025/05/neptune-67537_1920.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/neptune-67537_1920.jpg	(from https://stemphone.org/)
12:37:50	467026/467026	---M--	200	added ('OK')	image/webp	etag:%2272052-6159bec9b2163%22	https://stemphone.org/wp-content/uploads/2024/04/DSEC-Page1-scaled.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/04/DSEC-Page1-scaled.webp	(from https://stemphone.org/)
12:37:50	736858/736858	---M--	200	added ('OK')	image/jpeg	etag:%22b3e5a-6340ac1312c1d%22	https://stemphone.org/wp-content/uploads/2025/05/astronaut-11103_1920-1.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2025/05/astronaut-11103_1920-1.jpg	(from https://stemphone.org/)
12:37:50	532204/532204	---M--	200	added ('OK')	image/jpeg	etag:%2281eec-6144a14eb17a7%22	https://stemphone.org/wp-content/uploads/2024/03/robotics-engineer-working-on-maintenance-of-roboti-2023-11-27-05-28-47-utc-scaled.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/03/robotics-engineer-working-on-maintenance-of-roboti-2023-11-27-05-28-47-utc-scaled.jpg	(from https://stemphone.org/)
12:37:50	382571/382571	---M--	200	added ('OK')	image/jpeg	etag:%225d66b-6144a15959bff%22	https://stemphone.org/wp-content/uploads/2024/03/children-learning-ai-technology-robot-with-artific-2023-11-27-05-18-02-utc-scaled.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/03/children-learning-ai-technology-robot-with-artific-2023-11-27-05-18-02-utc-scaled.jpg	(from https://stemphone.org/)
12:37:51	254394/254394	---M--	200	added ('OK')	image/webp	etag:%223e1ba-6158c98218cb2%22	https://stemphone.org/wp-content/uploads/2024/04/Apps-Image.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/04/Apps-Image.webp	(from https://stemphone.org/)
12:37:51	183616/183616	---M--	200	added ('OK')	image/webp	etag:%222cd40-61185d6c9b33d%22	https://stemphone.org/wp-content/uploads/2024/02/iMessage-scaled.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/iMessage-scaled.webp	(from https://stemphone.org/)
12:37:51	324674/324674	---M--	200	added ('OK')	image/webp	etag:%224f442-6159b920ea673%22	https://stemphone.org/wp-content/uploads/2024/04/Google-Maps-Area21-open.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/04/Google-Maps-Area21-open.webp	(from https://stemphone.org/)
12:37:52	232568/232568	---M--	200	added ('OK')	image/webp	etag:%2238c78-6178d9fa5f633%22	https://stemphone.org/wp-content/uploads/2024/05/Samsat-photos1-1.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/05/Samsat-photos1-1.webp	(from https://stemphone.org/)
12:37:52	204086/204086	---M--	200	added ('OK')	image/webp	etag:%2231d36-6178d9ec21de9%22	https://stemphone.org/wp-content/uploads/2024/05/Samsat-photos2-1.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/05/Samsat-photos2-1.webp	(from https://stemphone.org/)
12:37:52	159148/159148	---M--	200	added ('OK')	image/webp	etag:%2226dac-6178e1ed99ab9%22	https://stemphone.org/wp-content/uploads/2024/05/Samsat-photos4.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/05/Samsat-photos4.webp	(from https://stemphone.org/)
12:37:52	50990/50990	---M--	200	added ('OK')	image/webp	etag:%22c72e-610e1a486d563%22	https://stemphone.org/wp-content/uploads/2024/02/Cyber-Scecuiry-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Cyber-Scecuiry-Icon.webp	(from https://stemphone.org/)
12:37:52	231482/231482	---M--	200	added ('OK')	image/webp	etag:%223883a-6178e1e90452c%22	https://stemphone.org/wp-content/uploads/2024/05/Samsat-photos3.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/05/Samsat-photos3.webp	(from https://stemphone.org/)
12:37:53	77570/77570	---M--	200	added ('OK')	image/webp	etag:%2212f02-610f8b922e400%22	https://stemphone.org/wp-content/uploads/2024/02/Augmented-Reality-iconx2.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Augmented-Reality-iconx2.webp	(from https://stemphone.org/)
12:37:53	60188/60188	---M--	200	added ('OK')	image/webp	etag:%22eb1c-610f815b82d16%22	https://stemphone.org/wp-content/uploads/2024/02/Autonomous-Vehicle-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Autonomous-Vehicle-Icon.webp	(from https://stemphone.org/)
12:37:53	52122/52122	---M--	200	added ('OK')	image/webp	etag:%22cb9a-610e1a35ed028%22	https://stemphone.org/wp-content/uploads/2024/02/Advanced-Manufacturing-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Advanced-Manufacturing-Icon.webp	(from https://stemphone.org/)
12:37:53	122918/122918	---M--	200	added ('OK')	image/webp	etag:%221e026-610f82b5c043e%22	https://stemphone.org/wp-content/uploads/2024/02/Tesla-Coil-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Tesla-Coil-Icon.webp	(from https://stemphone.org/)
12:37:53	62966/62966	---M--	200	added ('OK')	image/webp	etag:%22f5f6-610f8a4b6f46a%22	https://stemphone.org/wp-content/uploads/2024/02/Critical-Infrastructure-Iconx2.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Critical-Infrastructure-Iconx2.webp	(from https://stemphone.org/)
12:37:54	82698/82698	---M--	200	added ('OK')	image/webp	etag:%221430a-610f804e3eb4c%22	https://stemphone.org/wp-content/uploads/2024/02/Stem-Eclipse-Icon.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Stem-Eclipse-Icon.webp	(from https://stemphone.org/)
12:37:54	115412/115412	---M--	200	added ('OK')	image/webp	etag:%221c2d4-610f8fa691063%22	https://stemphone.org/wp-content/uploads/2024/02/Stem-Eclipse-Iconx2.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Stem-Eclipse-Iconx2.webp	(from https://stemphone.org/)
12:37:54	310/310	---M--	200	added ('OK')	application/javascript	etag:%226087efbf-136%22	https://cdn.logwork.com/widget/clock.js	C:/My%20Web%20Sites/stemphone/cdn.logwork.com/widget/clock.js	(from https://stemphone.org/)
12:37:55	316/316	---M--	200	added ('OK')	application/javascript	etag:%2260fef8ce-13c%22	https://cdn.logwork.com/widget/digital.js	C:/My%20Web%20Sites/stemphone/cdn.logwork.com/widget/digital.js	(from https://stemphone.org/)
12:37:55	51168/51168	---M--	200	added ('OK')	image/png	etag:%22c7e0-611bf8d42be25%22	https://stemphone.org/wp-content/uploads/2024/02/international_morse_code.png	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/international_morse_code.png	(from https://stemphone.org/)
12:37:55	10465403/10465403	---M--	200	added ('OK')	image/jpeg	etag:%229fb07b-6144a07e24923%22	https://stemphone.org/wp-content/uploads/2024/03/group-of-college-or-university-engineering-student-2024-02-09-14-43-34-utc.jpg	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/03/group-of-college-or-university-engineering-student-2024-02-09-14-43-34-utc.jpg	(from https://stemphone.org/)
12:37:55	190110/190110	---M--	200	added ('OK')	image/webp	etag:%222e69e-611861c45ebd5%22	https://stemphone.org/wp-content/uploads/2024/02/Donate-Scan-Me-scaled.webp	C:/My%20Web%20Sites/stemphone/stemphone.org/wp-content/uploads/2024/02/Donate-Scan-Me-scaled.webp	(from https://stemphone.org/)
